"","Score","Tweet","Continent"
"12807",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 httptcoBhjsFIIM4K via androidcentral Android","Asia"
"12808",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 httptcodMiqrPPFmt","NorthAmerica"
"12809",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 httptcooeFKR3LfiR","Africa"
"12810",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 httptcoEZ9HPkLUO8 android technology","Africa"
"12811",0,"You Have to See this Dragon Ball Z Samsung Galaxy S4 case httptcoLjt9OH5Qcc","Asia"
"12812",1,"MeeksWife my phone sucks I hate iPhone I want a galaxy s4 but the only thing is I text so many ppl threw I message","NorthAmerica"
"12813",2," httptconvIJezjCHz 25 Midnight Memories One Directions Midnight Memories Is Their Best Album Ever galaxy s4 htc one czy iphone","Asia"
"12814",0,"SGS4 MHL adapter the bliss of Fruit Ninja on the big screen httptcostg8Pn8gOk","SouthAmerica"
"12815",0,"Samsung Galaxy SIV leather flip cover orange httptcoFBC2PwwFjW","NorthAmerica"
"12816",2,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 Featuring our very own LLOYD mascot on the back standing in httptcoj9zekCopzt","Asia"
"12817",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 httptco30kaunL0BE androidcentral","Asia"
"12818",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 httptco8QP4U2EzQX","Africa"
"12819",1,"SamsungMobileSA the galaxy S4 active For my very active family SamsungLove","Asia"
"12820",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 httptcocytYd1ARwy android","SouthAmerica"
"12821",2,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 Featuring our very own LLOYD mascot on the back standin httptcokHsagHt9r7","Asia"
"12822",2,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 Featuring our very own LLOYD mascot on the back standin httptcoctGMQ7aNuO","NorthAmerica"
"12823",2,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 Featuring our very own LLOYD mascot on the back standin httptcoH695RpdN71","NorthAmerica"
"12824",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 httptco0FhTWmyKFS android unwired","Asia"
"12825",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 httptcoaWs77bUAJS","NorthAmerica"
"12826",2,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 Featuring our very own LLOYD mascot on t httptcoUovyO6BCxh android tech","NorthAmerica"
"12827",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 httptcogel1NUaLu3","Asia"
"12828",0,"SamsungMobile SamsungMobileUS music player randomly opens up on Galaxy S4 after Android 43 update Are you working on a fix","NorthAmerica"
"12829",4,"Samsung Galaxy S4 active is the one samsungmobilesa for me my frnd ijautse SamsungLove","Africa"
"12830",1,"SamsungMobileSA Id love the Samsung Galaxy S4 mini D definitely my SamsungLove","Asia"
"12831",1,"Android Deal of the Day LLOYD FX Case for Samsung Galaxy S4 httptcotaiXSM0QoG","Asia"
"12832",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 httptcoAnchJzFHZQ","Asia"
"12833",1,"Googles Samsung Galaxy S4 in all its minimalistic goodness httptcoGUjmQiiqSV via YouTube","NorthAmerica"
"12834",2,"AIRRinK i dont have it yet i want it but a samsung galaxy S4","Asia"
"12835",2,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 Featuring our very own LLOYD mascot on the back standing in httptcoGDBz3Goy2e","NorthAmerica"
"12836",0,"Guess Whos Probably Getting the Galaxy S4 For Christmas THIS GIRL ","NorthAmerica"
"12837",4,"First tweet from my new samsung galaxy s4 Its safe to say that I will never go back to an iphone TeamDroid","NorthAmerica"
"12838",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 httptcoRWpS7hqrno Tech","Africa"
"12839",1,"Deal of the Day LLOYD FX Case for Samsung GalaxyS4 httptcoIUcX4DbgrF","Asia"
"12840",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 httptcopu4uDm17WS","Africa"
"12841",1,"Tri Shield Hybrid Case wKickstand Screen Protector for Galaxy S4 Yellow httptcosma8eOdnYB","Asia"
"12842",5,"SamsungMobileSA SamsungLove definitely the samsung Galaxy S4 for me n the Galaxy S4 Active for my husband","Asia"
"12843",-1,"sheeldz I am looking at this Samsung GALAXY S4 Mini and thinking about going to get it tonight","Africa"
"12844",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4","Asia"
"12845",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4","Asia"
"12846",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4","Asia"
"12847",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4","Africa"
"12848",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4","NorthAmerica"
"12849",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4","NorthAmerica"
"12850",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4","Asia"
"12851",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4","Asia"
"12852",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4","Africa"
"12853",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4","NorthAmerica"
"12854",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4","NorthAmerica"
"12855",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4","Africa"
"12856",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4","NorthAmerica"
"12857",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4","Africa"
"12858",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4","Asia"
"12859",0,"Samsung Galaxy S4 MHL converter the bliss of Gun Bros on the big screen httptcof3jHCOMqAy","Africa"
"12860",4,"SamsungMobileSA SamsungLove Galaxy S4 Zoom for my grandma honeypot1009 and me","NorthAmerica"
"12861",0,"Glaxy S4 leather flip cover blue httptcoynlKpajEhY","NorthAmerica"
"12862",2,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 Featuring our very own LLOYD mascot on the back standin httptco8fSL56u5ff","Africa"
"12863",2,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 Featuring our very own LLOYD mascot on httptcoCxUYq1yzLI Android Droid","Asia"
"12864",4,"JayDorrington96 The Galaxy S4 is pretty great but its pretty big so hold it in your hand and see how you feel","Africa"
"12865",1,"TigerDirect Anymode Hard Case Mobile Case for Galaxy S4 httptcoYquq3QsCgB","SouthAmerica"
"12866",0,"Three ways to add camera shortcuts to the Galaxy S4 lock screen httptcoUuafWdQZWA via YouTube","SouthAmerica"
"12867",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 httptcoei4cWvPqf0 Sienco","NorthAmerica"
"12868",2,"SamsungMobileSA the galaxy s4 zoom and it would be great for sharing n spreading the SamsungLove","SouthAmerica"
"12869",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 httptcohU1KlWJacq","Asia"
"12870",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 httptcoTw4oO5nJPk","NorthAmerica"
"12871",5,"shwetasiya TheFotoVogue Had one Now got galaxy S4 in my contract else would have got nexus 5 for sureIts google phonehas to be good","NorthAmerica"
"12872",4,"Android All new Android 44 KitKat has been introduced Can it be upgraded in the Samsung Galaxy S4 Or is it just in Nexus 5 Androidista","Asia"
"12873",1,"Otterbox Defender Series protective case for Samsung Galaxy S4 httptco7cxamD33mD","NorthAmerica"
"12874",1,"New Portrait PopArt Caricature Custom CellPhone Case Samsung Galaxy S2 S3 S4 4990 End Date Friday Dec202013 httptcoXXWQxaJQgm","NorthAmerica"
"12875",0,"You cant have both a PIN code and lockscreen widgets on the Samsung Galaxy S4 TouchwizSucks httptco165tIcIl7Z","Asia"
"12876",1,"My christmas gift for myself is going to be the galaxy s4","Africa"
"12877",2,"sherylparkk I know you can retrieve deleted items since I did for my Bb before but you can try this httptcoQHTeLvDqqr","Asia"
"12878",1,"sprintcare Thanks Zip is 30318 Adams Overlook NW Wood Trail NW My device is Samsung Galaxy S4 w43 update","NorthAmerica"
"12879",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 httptconnkdU1nhor","NorthAmerica"
"12880",1,"For Samsung Galaxy S4i9500 Sun flower diamond mobile phone shell 001 0 Bids End Date httptcoue9Fi5jBJK","Asia"
"12881",2,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 Featuring our very own LLOYD mascot on the back standin httptcoWrkhgAxKgD","SouthAmerica"
"12882",2,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 Featuring our very own LLOYD mascot on the back standin httptcoMUHgmdn7y5","SouthAmerica"
"12883",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 httptcotbNPB9sIWs Android","Asia"
"12884",-1,"Shopping around Handsets on Vodafone Galaxy S4 Mini Mix match deals httptcoJzluS0sRuB","SouthAmerica"
"12885",0,"I had a dream i had two samsung galaxy s4","Asia"
"12886",1,"SGS4 MHL adapter the bliss of your photo gallery on the HDTV httptcoVHkNeAWBXY","NorthAmerica"
"12887",0,"This galaxy s4 though","NorthAmerica"
"12888",1,"TMobile thanks for responding it happens at all different times Last night it happened about 5 times I have the Galaxy S4","NorthAmerica"
"12889",-1,"New Galaxy s4 software update came out last night Notice anything different Smh httptcoAOxkka7Rw8","NorthAmerica"
"12890",2,"Speed up your Samsung Galaxy S4 in a few seconds Stop home button lag httptcoofZz9Meo5y via YouTube","Asia"
"12891",1,"CNET How To Get rid of bloatware on the Samsung Galaxy S4 httptcoJx5fyzEhvw via YouTube","Asia"
"12892",0,"Samsung Galaxy S4 IV How to Customize the Notifications Bar httptcoUYkR3rNqqJ via YouTube","Asia"
"12893",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 Android Central httptcoPSzvIYphNX ","Asia"
"12894",7,"aldybagem i like iOS but i love Android my only complain with my Galaxy S4 is its battery life other than that its beyond awesome to me","NorthAmerica"
"12895",0,"Warning tech jargon I prefer Touchwiz w Nova Launcher to rooted CM 10 Galaxy S4 Seems to run look better","NorthAmerica"
"12896",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 httptcoD0UGF9W4Iz android","Asia"
"12897",0,"Samsung Galaxy S4 Battery Saving Tips Increase battery life httptcoJ2wzsfZP4q via YouTube","Asia"
"12898",0,"Samsung Galaxy S4 How to improve battery life httptcoDD2ofYj8nY via YouTube","Asia"
"12899",0,"Galaxy S4 MHL adapter the euphoria of Fruit Ninja on the HDTV httptcoDJFVK7xsFz","Asia"
"12900",0,"sunnyaulia88 hamiddaris Heh you know hes now using Samsung Galaxy S4 Life Companion while I envy Hows the trip","SouthAmerica"
"12901",0,"Samsung Galaxy S4 Remove or Change Life Companion Lock Screen Message httptcoQSj6zH34WE via YouTube","Asia"
"12902",0,"Samsung Galaxy S4 how to tweak the notification LED httptcoxWPbaxGm9o via YouTube","NorthAmerica"
"12903",3,"I have a galaxy s4 hot pink and black case for sale if anyone wants it I got sent the wrong case it is brand new has a charger also","NorthAmerica"
"12904",1,"Want to own the latest mobile phone Samsung Galaxy S4 Mini DoItNow httptcoJzluS0sRuB","NorthAmerica"
"12905",1,"Earbud PINKFlat Cable HEADPHONES Headset MIC for Samsung GALAXY S4 GS4 755 httptcoq683FbWRRW phones cellphone","Asia"
"12906",-1,"Samsung prepping 2014 smartphones with 560 PPI With the current flagship Samsung Galaxy S4 already rocking a httptco147NEVVovn","NorthAmerica"
"12907",0,"GregBigness Thanks for the post Sprint Spark works with the LG G2 Samsung Galaxy Mega Samsung Galaxy S4 mini and the HTC One Max CJG","Asia"
"12908",1,"Samsung Galaxy S4 5 Reasons NOT to Upgrade httptcoTfGcYD1NZs via YouTube","Asia"
"12909",-1,"Galaxy S4 S Health review get fit with Samsung httptcocgfZzEusiG via YouTube","SouthAmerica"
"12910",-1,"Shopping around Handsets on Vodafone Galaxy S4 White Frost See deals now httptcoJzluS0sRuB","Asia"
"12911",0,"Thinking about getting the 5s or The Galaxy S4","NorthAmerica"
"12912",0,"Otterbox Defender hard case for SGS4 httptcooeWsn2OnQ4","Asia"
"12913",0,"How to take a Screenshot on the Samsung Galaxy S4 httptcoGeGmTFyFOg via YouTube","SouthAmerica"
"12914",1,"Why is android 44 taking so long to come to the Galaxy S4","Asia"
"12915",0,"Samsung Galaxy S4 casestand for those with unsupported hands httptcoZAOU5USGU5","Asia"
"12916",0,"Is this a cheap alternative to a topend Samsung Galaxy S4 httptcoaiJVL4hy3m","Asia"
"12917",0,"I will love you unconditionally My phone Galaxy S4 Welcome back ","Africa"
"12918",0,"Samsung Galaxy SIV external power pack httptcoLUNpJxcP7r","Africa"
"12919",1,"Samsung Galaxy SIV desktop charging station perfect for nigtstands and office desks httptcogvnNj2DGqQ","NorthAmerica"
"12920",3,"priced that Galaxy S4 to SELL and that it did In 12 hours YES","Asia"
"12921",1,"I just joined StarHubCommunity JackpotBonanza Take part today you can stand to win a Samsung GALAXY S4 httptcodLk4GQckCc","NorthAmerica"
"12922",1,"Samsung Galaxy SIV desktop cradle perfect for bedside tables and office desks httptcoh7G18pg8HT","Asia"
"12923",4,"If I go Android do I go Google Nexus 5 Samsung Galaxy Note 3 or S4 or what Too many choices Waitthats a good thing aint it","NorthAmerica"
"12924",1,"Otterbox Defender Series case for Galaxy SIV httptcoSJKBmLvHYa","Asia"
"12925",0,"Galaxy SIV external power pack httptcoNSCboaBC4r","Asia"
"12926",0,"Gotta get a new phone My 4s only charges if I hold the phone in a certain way Whats better galaxy S4 or iPhone 5s or LG G2","NorthAmerica"
"12927",0,"Join StarHubCommunity JackpotBonanza today and stand to win a Samsung GALAXY S4 and other attractive prizes httptcodLk4GQckCc","Africa"
"12928",1,"Embarrassed about your mobile Want a new Galaxy S4 Mini Special offers httptcoJzluS0sRuB","SouthAmerica"
"12929",1,"SamsungMobileSA SamsungSA Hey Im asking on behalf of friends who are trying to win Is the Galaxy S4 STILL up for grabs","SouthAmerica"
"12930",0,"Brand new iPad Air wificellular from K4950Brand new Samsung Galaxy S4 K4250iPad3 64GB wifi4G immaculate condition with original","SouthAmerica"
"12931",0,"Galaxy SIV leather flip cover purple httptcoYHNfQS8SQR","NorthAmerica"
"12932",1,"Samsung Galaxy S4 desktop cradle perfect for nigtstands and office desks httptcoKoqIMe1Git","SouthAmerica"
"12933",0,"Samsung Galaxy S4 MHL converter the bliss of Angry Birds on the big screen httptcoChcX3GAWTE","SouthAmerica"
"12934",1,"If somebody buy my galaxy s4 upgrade id love them forever But i know thats not gne happen so im stuck with this one","NorthAmerica"
"12935",-1,"Samsung Galaxy S4 is now compatible with Samsung Gear smart watch","SouthAmerica"
"12936",0,"Want the best value deal on O2 Samsung Galaxy S4 Apply now httptcoJzluS0sRuB","NorthAmerica"
"12937",0,"Galaxy S4 Tmobile M919 40000 0 Bids End Date Monday Nov252013 60129 PST Bid now Add to watch list httptcolDnlGJytXg","NorthAmerica"
"12938",1,"Otterbox Defender case for Samsung Galaxy SIV httptcoU6t423Um5v","NorthAmerica"
"12939",0,"You can control the new S4 with your eyes httptco7qugyPHb0h","Asia"
"12940",2,"Awisto i have the galaxy and i can make calls from itno need to have an S4 tooI asked for a Nokia or Blackberry","Asia"
"12941",0,"Iphones aint shit no moreI want a galaxy s4","NorthAmerica"
"12942",0,"I wish what all came with the new update for the galaxy s4","Africa"
"12943",0,"Otterbox Defender Series hard case for SGS4 httptcovV59x0qIoq","Africa"
"12944",-1,"Yesterdays sunset over southern Kuwait was stunning Pic by Galaxy S4 httptco4EGSiPNiJJ","NorthAmerica"
"12945",0,"dstyhall1 Who thinks I should get the galaxy s4 instead of the iPhone five ","NorthAmerica"
"12946",2,"Updated my galaxy s4 an now I can see all the emoji","NorthAmerica"
"12947",-1,"Galaxy S4 casestand for those with incompatible hands httptcoiYVe3w5UUv","NorthAmerica"
"12948",1,"SamsungMobileSA is the galaxy s4 still up for grabs","NorthAmerica"
"12949",0,"Galaxy S4 MHL converter the euphoria of Gun Bros on the big screen httptcouKWaLTtMdI","Asia"
"12950",0,"SGS4 MHL converter the euphoria of Fruit Ninja on the big screen httptco5oboa1ObjU","NorthAmerica"
"12951",0,"Should I get the iPhone 5c or galaxy s4 ","NorthAmerica"
"12952",0,"Who thinks I should get the galaxy s4 instead of the iPhone five ","NorthAmerica"
"12953",2," httptcodpkFwgOe6l 1 Doris Lessing Doris Lessing a model for every writer coming from the back of beyond samsung galaxy s4 onl","NorthAmerica"
"12954",1,"Following ATT US Cellular Confirms That The Galaxy S4 43 Update Has Been Suspended httptco4XHBPVeArK","Asia"
"12955",1,"Natural White Clamshells Seashells Monogram Samsung Galaxy S4 Covers Elegant and sophisticated clam shell p httptcolSCVSU86P8","Africa"
"12956",1,"Natural White Clamshells Seashells Monogram Samsung Galaxy S4 Covers Elegant and sophisticated clam shell p httptcoK2zsX5knox","Asia"
"12957",0,"Samsung Galaxy S4 casestand for those with smaller hands httptcopaSRQz524a","NorthAmerica"
"12958",1,"Text Samsung to 7171 and TRIPLE your chances TODAY You could be the winner of a Samsung Galaxy S4 mini plus 2000 cash starttexting","Asia"
"12959",1,"I cant ever screen shot on my galaxy s4","Asia"
"12960",2,"Star Gradient Flash Chip DIY Handmade Coque Case for Samsung Galaxy S4 IV Package Included httptcoC72XtPcUP2","SouthAmerica"
